Times (s),Voltage (Volts)
0.869000,95.948358,0.362516 
0.870000,95.948358,0.470387 
0.871000,95.948358,0.532028 
0.872000,95.925151,0.470387 
0.873000,95.994771,0.408747 
0.874000,95.994771,0.331696 
0.875000,95.948358,0.485797 
0.876000,95.948358,0.393337 
0.877000,95.971565,0.393337 
0.878000,96.017978,0.485797 
0.879000,95.971565,0.454977 
0.880000,96.041185,0.439567 
0.881000,96.041185,0.408747 
0.882000,96.087599,0.408747 
0.883000,96.110806,0.362516 
0.884000,96.180426,0.424157 
0.885000,96.157220,0.347106 
0.886000,96.180426,0.377926 
0.887000,96.203633,0.300876 
0.888000,96.226840,0.485797 
0.889000,96.226840,0.501208 
0.890000,96.226840,0.470387 
0.891000,96.273254,0.408747 
0.892000,96.296461,0.424157 
0.893000,96.342875,0.377926 
0.894000,96.342875,0.454977 
0.895000,96.296461,0.454977 
0.896000,96.366081,0.424157 
0.897000,96.342875,0.408747 
0.898000,96.412495,0.377926 
0.899000,96.435702,0.470387 
0.900000,96.366081,0.377926 
0.901000,96.458909,0.454977 
0.902000,96.505323,0.454977 
0.903000,96.482116,0.377926 
0.904000,96.435702,0.454977 
0.905000,96.458909,0.424157 
0.906000,96.482116,0.239235 
0.907000,96.435702,0.377926 
0.908000,96.482116,0.485797 
0.909000,96.482116,0.424157 
0.910000,96.389288,0.439567 
0.911000,96.342875,0.439567 
0.912000,96.319668,0.331696 
0.913000,96.296461,0.347106 
0.914000,96.319668,0.393337 
0.915000,96.296461,0.408747 
0.916000,96.226840,0.223825 
0.917000,96.203633,0.331696 
0.918000,96.203633,0.285465 
0.919000,96.134013,0.331696 
0.920000,96.017978,0.223825 
0.921000,95.971565,0.285465 
0.922000,95.925151,0.285465 
0.923000,95.971565,0.254645 
0.924000,95.901944,0.193005 
0.925000,95.832323,0.162184 
0.926000,95.785910,0.100544 
0.927000,95.739496,0.054313 
0.928000,95.623461,0.208415 
0.929000,95.577048,0.115954 
0.930000,95.507427,0.038903 
0.931000,95.344979,-0.007328 
0.932000,95.368186,-0.084378 
0.933000,95.298565,-0.207660 
0.934000,95.275358,-0.269300 
0.935000,95.066496,-0.161429 
0.936000,95.066496,-0.115199 
0.937000,94.927255,-0.238480 
0.938000,94.741600,-0.300120 
0.939000,94.741600,-0.346351 
0.940000,94.579152,-0.438812 
0.941000,94.463118,-0.562093 
0.942000,94.416704,-0.531273 
0.943000,94.300670,-0.115199 
0.944000,94.161428,-0.361761 
0.945000,93.998980,-0.777835 
0.946000,93.975773,-1.132269 
0.947000,93.790118,-1.178499 
0.948000,93.720498,-1.024398 
0.949000,93.442015,-0.777835 
0.950000,93.349188,-0.361761 
0.951000,93.163533,-0.562093 
0.952000,93.140326,-0.824066 
0.953000,92.885050,-1.086038 
0.954000,92.769016,-1.440472 
0.955000,92.560154,-1.548343 
0.956000,92.490533,-1.609984 
0.957000,92.397706,-1.502113 
0.958000,92.142430,-1.609984 
0.959000,92.072810,-1.794906 
0.960000,91.887155,-1.825726 
0.961000,91.585465,-1.856546 
0.962000,91.330189,-2.026058 
0.963000,91.190948,-2.056878 
0.964000,90.935673,-2.103109 
0.965000,90.866052,-2.164749 
0.966000,90.726811,-2.226390 
0.967000,90.494742,-2.318851 
0.968000,90.216259,-2.426722 
0.969000,90.169846,-2.226390 
0.970000,89.984191,-2.210980 
0.971000,89.798536,-2.611644 
0.972000,89.612881,-2.657874 
0.973000,89.496846,-2.673285 
0.974000,89.311191,-2.657874 
0.975000,89.195157,-3.012308 
0.976000,88.893468,-3.120179 
0.977000,88.684606,-2.996898 
0.978000,88.359709,-3.073949 
0.979000,88.150848,-3.150999 
0.980000,87.965193,-3.089359 
0.981000,87.733124,-3.181820 
0.982000,87.547469,-3.397562 
0.983000,87.361814,-3.397562 
0.984000,87.106538,-3.490023 
0.985000,86.944090,-3.597894 
0.986000,86.828056,-3.690355 
0.987000,86.688814,-3.798226 
0.988000,86.479953,-3.875277 
0.989000,85.992608,-3.936917 
0.990000,85.853367,-3.983148 
0.991000,85.760539,-4.183480 
0.992000,85.574884,-4.275941 
0.993000,85.249988,-4.430042 
0.994000,84.948299,-4.584144 
0.995000,84.901885,-4.645785 
0.996000,84.669816,-4.630374 
0.997000,84.391334,-4.953988 
0.998000,84.020024,-4.861527 
0.999000,83.811162,-4.892347 
1.000000,83.741541,-5.015628 
1.001000,83.370231,-5.262191 
1.002000,83.184576,-5.385472 
1.003000,83.138163,-5.416292 
1.004000,83.022128,-5.709085 
1.005000,82.534784,-5.786136 
1.006000,82.395543,-5.709085 
1.007000,81.977819,-6.001878 
1.008000,81.954612,-6.048109 
1.009000,81.815371,-6.202210 
1.010000,81.258406,-6.171390 
1.011000,80.933509,-6.371722 
1.012000,80.515786,-6.726156 
1.013000,80.446165,-6.587464 
1.014000,80.306924,-6.772386 
1.015000,79.865993,-6.988128 
1.016000,79.587511,-7.142230 
1.017000,79.494683,-7.265511 
1.018000,79.146580,-7.388792 
1.019000,78.775270,-7.542894 
1.020000,78.589615,-7.604535 
1.021000,78.125478,-7.589124 
1.022000,77.846995,-7.866507 
1.023000,77.638133,-7.974378 
1.024000,77.359651,-8.190120 
1.025000,76.965134,-8.421273 
1.026000,76.640238,-8.513734 
1.027000,76.384962,-8.729476 
1.028000,75.897618,-8.868167 
1.029000,75.688756,-9.068499 
1.030000,75.387066,-9.130140 
1.031000,74.946136,-9.392113 
1.032000,74.667653,-9.499984 
1.033000,74.389171,-9.669495 
1.034000,73.994654,-9.885238 
1.035000,73.808999,-10.008519 
1.036000,73.484103,-10.208851 
1.037000,72.903931,-10.347542 
1.038000,72.555828,-10.547874 
1.039000,72.346966,-10.732796 
1.040000,72.114897,-10.779027 
1.041000,71.906035,-10.933128 
1.042000,71.256243,-11.102640 
1.043000,71.000967,-11.272152 
1.044000,70.490416,-11.457074 
1.045000,70.211933,-11.564945 
1.046000,69.863830,-11.765277 
1.047000,69.446106,-12.027249 
1.048000,68.865934,-12.088890 
1.049000,68.703486,-12.258402 
1.050000,68.308969,-12.566605 
1.051000,67.705591,-12.859398 
1.052000,67.496729,-12.874808 
1.053000,67.079005,-12.890218 
1.054000,66.545247,-13.229242 
1.055000,66.406006,-13.444984 
1.056000,65.825834,-13.506624 
1.057000,65.616972,-13.722367 
1.058000,64.967179,-13.999749 
1.059000,64.456628,-14.045980 
1.060000,64.363801,-14.169261 
1.061000,64.178146,-14.508285 
1.062000,63.203457,-14.770257 
1.063000,62.948181,-14.770257 
1.064000,62.600078,-15.063050 
1.065000,61.973492,-15.155511 
1.066000,61.741424,-15.340433 
1.067000,61.439734,-15.556175 
1.068000,60.743528,-15.756507 
1.069000,60.256184,-15.895199 
1.070000,59.954494,-16.064710 
1.071000,59.490357,-16.218812 
1.072000,58.910185,-16.449964 
1.073000,58.515668,-16.665706 
1.074000,58.005117,-16.711937 
1.075000,57.378531,-16.881449 
1.076000,57.308911,-17.050960 
1.077000,56.867980,-17.282113 
1.078000,56.496670,-17.451624 
1.079000,55.800464,-17.621136 
1.080000,55.568395,-17.836878 
1.081000,54.872189,-18.129671 
1.082000,54.593706,-18.299183 
1.083000,54.013534,-18.453285 
1.084000,53.595811,-18.530335 
1.085000,52.899604,-18.699847 
1.086000,52.574708,-18.961820 
1.087000,52.342639,-19.146742 
1.088000,51.692847,-19.270023 
1.089000,51.251916,-19.393304 
1.090000,50.393262,-19.593636 
1.091000,49.998745,-19.747738 
1.092000,49.372159,-19.948070 
1.093000,49.093677,-20.117581 
1.094000,48.675953,-20.333324 
1.095000,48.304643,-20.579886 
1.096000,47.631644,-20.595296 
1.097000,46.981851,-20.872679 
1.098000,46.749782,-20.918910 
1.099000,46.262438,-21.150062 
1.100000,45.705473,-21.257933 
1.101000,45.032474,-21.458265 
1.102000,44.661164,-21.627777 
1.103000,44.521922,-21.843519 
1.104000,43.500820,-21.966800 
1.105000,43.175924,-22.151722 
1.106000,42.479717,-22.305824 
1.107000,42.178028,-22.398285 
1.108000,41.365787,-22.521566 
1.109000,40.994477,-22.583206 
1.110000,40.692788,-22.737308 
1.111000,39.973375,-22.906820 
1.112000,38.998686,-23.353714 
1.113000,38.789824,-23.384535 
1.114000,38.093618,-23.307484 
1.115000,37.861549,-23.554046 
1.116000,37.118929,-23.661917 
1.117000,36.770826,-23.816019 
1.118000,36.051413,-24.062581 
1.119000,35.703310,-24.031761 
1.120000,34.821449,-24.247503 
1.121000,34.450139,-24.309144 
1.122000,34.218070,-24.632757 
1.123000,33.475450,-24.447835 
1.124000,33.011312,-24.648167 
1.125000,32.291899,-24.833089 
1.126000,31.781348,-25.018011 
1.127000,31.201176,-24.925550 
1.128000,30.667418,-25.018011 
1.129000,29.948005,-25.187523 
1.130000,29.437453,-25.079652 
1.131000,29.089350,-25.341624 
1.132000,28.253903,-25.557367 
1.133000,27.789765,-25.634417 
1.134000,27.372042,-25.742288 
1.135000,26.606215,-25.896390 
1.136000,26.211698,-25.927210 
1.137000,25.654733,-26.096722 
1.138000,25.028147,-26.173773 
1.139000,24.355148,-26.158363 
1.140000,24.030252,-26.204593 
1.141000,23.357252,-26.250824 
1.142000,22.684253,-26.466566 
1.143000,22.266529,-26.481976 
1.144000,21.500702,-26.512796 
1.145000,21.129392,-26.682308 
1.146000,20.363565,-26.713128 
1.147000,19.876221,-26.682308 
1.148000,19.342463,-26.774769 
1.149000,18.646257,-26.898050 
1.150000,18.298153,-26.944281 
1.151000,17.694775,-27.021331 
1.152000,17.114603,-27.067562 
1.153000,16.371983,-27.175433 
1.154000,15.745397,-27.160023 
1.155000,15.188432,-27.237074 
1.156000,14.793915,-27.252484 
1.157000,14.306571,-27.421995 
1.158000,13.563951,-27.329535 
1.159000,12.983779,-27.314124 
1.160000,12.496435,-27.421995 
1.161000,11.707401,-27.298714 
1.162000,11.382505,-27.452816 
1.163000,10.848747,-27.560687 
1.164000,10.106127,-27.499046 
1.165000,9.549162,-27.529867 
1.166000,8.992197,-27.591507 
1.167000,8.644093,-27.545277 
1.168000,8.087128,-27.499046 
1.169000,7.506956,-27.545277 
1.170000,6.833957,-27.576097 
1.171000,6.346613,-27.499046 
1.172000,5.696820,-27.499046 
1.173000,5.070235,-27.452816 
1.174000,4.559683,-27.483636 
1.175000,3.886684,-27.421995 
1.176000,3.492167,-27.560687 
1.177000,2.911995,-27.391175 
1.178000,2.424651,-27.360355 
1.179000,1.937306,-27.499046 
1.180000,1.032238,-27.298714 
1.181000,0.614515,-27.329535 
1.182000,0.173584,-27.252484 
1.183000,-0.638657,-27.298714 
1.184000,-0.963553,-27.329535 
1.185000,-1.636552,-27.237074 
1.186000,-2.309552,-27.298714 
1.187000,-2.588034,-27.113792 
1.188000,-3.307447,-27.190843 
1.189000,-4.026860,-27.067562 
1.190000,-4.490998,-27.067562 
1.191000,-5.001549,-26.898050 
1.192000,-5.697755,-26.944281 
1.193000,-6.092272,-26.913460 
1.194000,-6.672444,-26.790179 
1.195000,-7.113375,-26.636078 
1.196000,-7.902409,-26.666898 
1.197000,-8.134477,-26.528206 
1.198000,-8.830684,-26.497386 
1.199000,-9.596510,-26.435745 
1.200000,-9.782165,-26.451156 
1.201000,-10.153475,-26.327874 
1.202000,-10.872889,-26.358695 
1.203000,-11.383440,-26.266234 
1.204000,-11.986819,-26.035081 
1.205000,-12.381336,-25.973441 
1.206000,-13.123956,-25.911800 
1.207000,-13.611300,-25.850160 
1.208000,-14.284299,-25.803929 
1.209000,-14.493161,-25.834749 
1.210000,-15.444643,-25.557367 
1.211000,-15.699919,-25.464906 
1.212000,-16.396125,-25.372445 
1.213000,-16.976297,-25.249163 
1.214000,-17.602882,-25.110472 
1.215000,-18.043813,-25.033421 
1.216000,-18.484744,-25.033421 
1.217000,-19.250571,-24.863910 
1.218000,-19.575467,-24.833089 
1.219000,-20.155639,-24.663578 
1.220000,-20.666190,-24.571117 
1.221000,-21.455224,-24.309144 
1.222000,-21.803327,-24.155042 
1.223000,-22.221051,-24.124222 
1.224000,-22.429912,-23.985531 
1.225000,-23.195739,-23.985531 
1.226000,-23.474222,-23.800609 
1.227000,-24.216842,-23.692738 
1.228000,-24.680979,-23.446175 
1.229000,-25.145117,-23.353714 
1.230000,-25.655668,-23.215023 
1.231000,-26.259047,-23.060921 
1.232000,-26.885632,-22.999281 
1.233000,-27.187322,-22.845179 
1.234000,-27.837114,-22.675667 
1.235000,-28.301252,-22.644847 
1.236000,-28.835010,-22.382874 
1.237000,-29.229527,-22.290413 
1.238000,-29.786492,-22.105492 
1.239000,-30.436284,-21.935980 
1.240000,-30.691560,-21.751058 
1.241000,-31.248525,-21.828109 
1.242000,-31.643042,-21.489085 
1.243000,-32.246421,-21.442855 
1.244000,-32.548110,-21.257933 
1.245000,-33.244316,-21.150062 
1.246000,-33.708454,-20.995960 
1.247000,-34.079764,-20.780218 
1.248000,-34.567108,-20.826449 
1.249000,-34.915211,-20.595296 
1.250000,-35.379349,-20.302503 
1.251000,-36.168383,-20.210042 
1.252000,-36.493279,-20.148402 
1.253000,-36.957416,-19.855609 
1.254000,-37.282313,-19.686097 
1.255000,-37.885691,-19.609046 
1.256000,-38.210588,-19.547406 
1.257000,-38.744346,-19.331663 
1.258000,-39.278104,-19.131331 
1.259000,-39.649414,-19.054281 
1.260000,-40.020724,-18.853949 
1.261000,-40.670516,-18.607386 
1.262000,-40.902585,-18.422464 
1.263000,-41.297102,-18.391644 
1.264000,-41.900481,-18.222132 
1.265000,-42.248584,-17.960160 
1.266000,-42.875169,-17.867699 
1.267000,-43.292893,-17.621136 
1.268000,-43.432134,-17.497855 
1.269000,-44.244375,-17.405394 
1.270000,-44.476444,-17.266703 
1.271000,-44.754926,-17.050960 
1.272000,-45.103029,-16.896859 
1.273000,-45.776029,-16.696527 
1.274000,-46.008098,-16.465374 
1.275000,-46.541856,-16.573245 
1.276000,-46.936373,-16.357503 
1.277000,-47.423717,-16.172581 
1.278000,-47.702199,-16.187992 
1.279000,-48.166337,-15.818148 
1.280000,-48.700095,-15.648636 
1.281000,-48.816129,-15.294203 
1.282000,-49.303474,-15.247972 
1.283000,-49.605163,-15.340433 
1.284000,-50.185335,-15.063050 
1.285000,-50.556645,-14.924359 
1.286000,-50.858334,-14.616156 
1.287000,-51.299265,-14.569925 
1.288000,-51.647368,-14.400413 
1.289000,-51.995471,-14.107620 
1.290000,-52.181126,-14.076800 
1.291000,-52.668471,-13.922699 
1.292000,-53.086194,-13.660726 
1.293000,-53.457505,-13.583675 
1.294000,-53.759194,-13.414163 
1.295000,-54.107297,-13.183011 
1.296000,-54.501814,-13.044320 
1.297000,-54.757090,-12.921038 
1.298000,-55.337261,-12.751527 
1.299000,-55.453296,-12.566605 
1.300000,-55.662158,-12.489554 
1.301000,-55.987054,-12.212171 
1.302000,-56.358364,-11.934788 
1.303000,-56.752881,-11.842328 
1.304000,-57.054570,-11.765277 
1.305000,-57.402673,-11.749867 
1.306000,-57.797190,-11.503304 
1.307000,-58.214914,-11.395433 
1.308000,-58.214914,-11.148870 
1.309000,-58.702258,-11.148870 
1.310000,-59.212810,-11.025589 
1.311000,-59.491292,-10.748206 
1.312000,-59.885809,-10.563285 
1.313000,-60.233912,-10.547874 
1.314000,-60.674843,-10.316722 
1.315000,-60.930118,-10.162620 
1.316000,-60.883705,-9.946878 
1.317000,-61.301428,-9.900648 
1.318000,-61.347842,-9.731136 
1.319000,-61.928014,-9.607855 
1.320000,-62.136876,-9.499984 
1.321000,-62.368945,-9.268831 
1.322000,-62.693841,-8.991449 
1.323000,-63.065151,-8.868167 
1.324000,-63.343633,-8.837347 
1.325000,-63.622116,-8.744886 
1.326000,-63.947012,-8.667835 
1.327000,-64.202288,-8.621605 
1.328000,-64.503977,-8.359632 
1.329000,-64.550391,-8.174710 
1.330000,-64.852080,-7.881917 
1.331000,-65.269804,-7.928148 
1.332000,-65.501873,-7.789456 
1.333000,-65.617907,-7.743226 
1.334000,-65.873183,-7.512074 
1.335000,-66.267700,-7.388792 
1.336000,-66.383734,-7.188460 
1.337000,-66.639010,-7.065179 
1.338000,-66.917492,-6.834027 
1.339000,-67.126354,-6.864847 
1.340000,-67.288802,-6.772386 
1.341000,-67.567285,-6.572054 
1.342000,-67.729733,-6.495003 
1.343000,-67.892181,-6.402542 
1.344000,-68.008215,-10.825257 
1.345000,-68.425939,-7.034359 
1.346000,-68.518766,-8.036019 
1.347000,-68.634801,-6.895667 
1.348000,-68.797249,-1.548343 
1.349000,-69.006111,-2.580824 
1.350000,-69.052525,-6.679925 
1.351000,-69.284593,-5.647445 
1.352000,-69.400628,-5.015628 
1.353000,-69.586283,-5.077269 
1.354000,-69.887972,-4.707425 
1.355000,-70.027213,-3.952328 
1.356000,-70.120041,-3.104769 
1.357000,-70.236075,-3.428382 
1.358000,-70.328903,-4.229710 
1.359000,-70.723420,-4.075609 
1.360000,-70.885868,-3.782816 
1.361000,-70.955488,-4.137249 
1.362000,-71.117936,-3.952328 
1.363000,-71.164350,-3.551663 
1.364000,-71.210764,-3.197230 
1.365000,-71.257178,-4.029378 
1.366000,-71.605281,-3.952328 
1.367000,-71.698108,-5.447113 
1.368000,-71.628488,-1.024398 
1.369000,-71.860556,-4.352992 
1.370000,-71.976591,-3.089359 
1.371000,-71.976591,-3.906097 
1.372000,-71.930177,-3.782816 
1.373000,-71.790936,-2.365081 
1.374000,-71.976591,-3.782816 
1.375000,-72.023005,-2.935257 
1.376000,-71.999798,-2.734925 
1.377000,-71.999798,-2.349671 
1.378000,-72.046211,-3.798226 
1.379000,-72.046211,-4.414632 
1.380000,-72.092625,-3.150999 
1.381000,-72.069418,-3.135589 
1.382000,-72.092625,-2.935257 
1.383000,-72.046211,-2.580824 
1.384000,-72.092625,-3.181820 
1.385000,-72.069418,-3.459203 
1.386000,-72.092625,-2.519183 
1.387000,-72.046211,-2.996898 
1.388000,-71.999798,-3.890687 
1.389000,-71.999798,-3.135589 
1.390000,-71.999798,-2.981488 
1.391000,-71.976591,-2.796566 
1.392000,-71.976591,-3.751995 
1.393000,-72.208660,-2.950667 
1.394000,-71.999798,-2.195570 
1.395000,-71.953384,-4.322171 
1.396000,-71.930177,-3.690355 
1.397000,-71.883763,-2.503773 
1.398000,-71.906970,-4.091019 
1.399000,-71.999798,-4.198890 
1.400000,-71.767729,-3.274281 
1.401000,-71.489246,-3.582484 
1.402000,-71.373212,-3.659535 
1.403000,-71.071523,-3.104769 
1.404000,-71.001902,-3.289691 
1.405000,-71.001902,-3.782816 
1.406000,-71.071523,-3.906097 
1.407000,-70.769833,-3.721175 
1.408000,-70.932281,-3.998558 
1.409000,-70.769833,-3.597894 
1.410000,-70.653799,-3.967738 
1.411000,-70.537765,-4.013968 
1.412000,-70.584178,-3.490023 
1.413000,-70.421730,-4.707425 
1.414000,-70.236075,-4.352992 
1.415000,-70.073627,-3.705765 
1.416000,-69.957593,-4.645785 
1.417000,-69.864765,-4.830706 
1.418000,-69.609490,-4.214300 
1.419000,-69.655903,-4.491683 
1.420000,-69.377421,-4.676605 
1.421000,-69.238180,-4.445453 
1.422000,-69.029318,-4.692015 
1.423000,-68.982904,-4.969398 
1.424000,-68.866870,-4.984808 
1.425000,-68.797249,-5.077269 
1.426000,-68.727628,-5.046449 
1.427000,-68.495560,-5.169730 
1.428000,-68.333111,-5.262191 
1.429000,-68.240284,-5.385472 
1.430000,-67.938595,-5.554984 
1.431000,-67.729733,-5.786136 
1.432000,-67.567285,-5.847777 
1.433000,-67.404836,-5.724495 
1.434000,-67.242388,-5.570394 
1.435000,-67.079940,-5.400882 
1.436000,-66.894285,-5.339242 
1.437000,-66.639010,-5.323831 
1.438000,-66.383734,-5.585804 
1.439000,-66.453355,-5.709085 
1.440000,-66.128458,-5.924828 
1.441000,-65.966010,-5.940238 
1.442000,-65.710735,-6.155980 
1.443000,-65.432252,-5.986468 
1.444000,-65.176976,-6.078929 
1.445000,-64.759253,-6.464183 
1.446000,-64.643218,-6.618285 
1.447000,-64.434356,-6.741566 
1.448000,-64.225495,-6.710745 
1.449000,-64.016633,-6.633695 
1.450000,-63.552495,-6.525824 
1.451000,-63.436461,-6.679925 
1.452000,-63.366840,-6.941898 
1.453000,-63.018737,-6.864847 
1.454000,-62.554600,-7.111410 
1.455000,-62.299324,-7.126820 
1.456000,-62.183290,-7.373382 
1.457000,-62.020841,-7.604535 
1.458000,-61.672738,-7.604535 
1.459000,-61.440670,-7.758636 
1.460000,-61.324635,-7.881917 
1.461000,-61.115773,-7.727816 
1.462000,-60.883705,-7.774046 
1.463000,-60.396360,-8.251761 
1.464000,-60.257119,-8.220941 
1.465000,-59.932223,-8.359632 
1.466000,-59.630533,-8.544554 
1.467000,-59.468085,-8.667835 
1.468000,-59.259223,-8.405863 
1.469000,-58.818293,-8.621605 
1.470000,-58.516603,-9.022269 
1.471000,-58.330948,-9.037679 
1.472000,-58.006052,-9.099320 
1.473000,-57.797190,-9.438343 
1.474000,-57.565121,-9.530804 
1.475000,-57.449087,-9.499984 
1.476000,-56.961743,-9.669495 
1.477000,-56.752881,-9.592445 
1.478000,-56.381571,-9.700316 
1.479000,-55.871020,-9.946878 
1.480000,-55.754985,-10.116390 
1.481000,-55.522916,-10.147210 
1.482000,-55.360468,-10.486234 
1.483000,-54.942745,-10.470824 
1.484000,-54.757090,-10.624925 
1.485000,-54.176918,-10.886898 
1.486000,-53.898435,-10.748206 
1.487000,-53.712780,-10.871488 
1.488000,-53.434298,-11.133460 
1.489000,-53.341470,-11.040999 
1.490000,-52.784505,-11.210511 
1.491000,-52.506023,-11.487894 
1.492000,-52.320368,-11.580355 
1.493000,-51.925851,-11.549535 
1.494000,-51.716989,-11.765277 
1.495000,-51.229644,-11.903968 
1.496000,-50.974369,-11.950199 
1.497000,-50.603059,-12.165941 
1.498000,-50.278163,-12.320042 
1.499000,-49.837232,-12.458734 
1.500000,-49.419508,-12.612835 
1.501000,-49.117819,-12.720706 
1.502000,-48.607268,-12.782347 
1.503000,-48.468026,-12.951859 
1.504000,-48.073509,-13.059730 
1.505000,-47.748613,-13.198421 
1.506000,-47.377303,-13.337113 
1.507000,-47.191648,-13.552855 
1.508000,-46.611476,-13.599085 
1.509000,-46.124132,-13.753187 
1.510000,-46.008098,-13.938109 
