time (s) 	 Flowrate (scfm) 
0.648000 	 20.491048 
0.649000 	 20.491048 
0.650000 	 20.239052 
0.651000 	 20.491048 
0.652000 	 20.365050 
0.653000 	 20.365050 
0.654000 	 20.365050 
0.655000 	 20.239052 
0.656000 	 20.365050 
0.657000 	 20.239052 
0.658000 	 20.365050 
0.659000 	 20.491048 
0.660000 	 20.365050 
0.661000 	 20.365050 
0.662000 	 20.365050 
0.663000 	 20.365050 
0.664000 	 20.491048 
0.665000 	 20.365050 
0.666000 	 20.365050 
0.667000 	 20.365050 
0.668000 	 20.365050 
0.669000 	 20.491048 
0.670000 	 20.239052 
0.671000 	 20.239052 
0.672000 	 20.491048 
0.673000 	 20.365050 
0.674000 	 20.365050 
0.675000 	 20.491048 
0.676000 	 20.365050 
0.677000 	 20.365050 
0.678000 	 20.365050 
0.679000 	 20.365050 
0.680000 	 20.491048 
0.681000 	 20.491048 
0.682000 	 20.239052 
0.683000 	 20.491048 
0.684000 	 20.239052 
0.685000 	 20.491048 
0.686000 	 20.365050 
0.687000 	 20.365050 
0.688000 	 20.491048 
0.689000 	 20.491048 
0.690000 	 20.365050 
0.691000 	 20.239052 
0.692000 	 20.239052 
0.693000 	 20.365050 
0.694000 	 20.113054 
0.695000 	 20.239052 
0.696000 	 20.365050 
0.697000 	 20.365050 
0.698000 	 20.365050 
0.699000 	 20.491048 
0.700000 	 20.113054 
0.701000 	 20.365050 
0.702000 	 20.365050 
0.703000 	 20.365050 
0.704000 	 20.239052 
0.705000 	 20.491048 
0.706000 	 20.491048 
0.707000 	 20.239052 
0.708000 	 20.365050 
0.709000 	 20.239052 
0.710000 	 20.365050 
0.711000 	 20.491048 
0.712000 	 20.113054 
0.713000 	 20.365050 
0.714000 	 20.365050 
0.715000 	 20.491048 
0.716000 	 20.365050 
0.717000 	 20.617045 
0.718000 	 20.239052 
0.719000 	 20.491048 
0.720000 	 20.239052 
0.721000 	 20.491048 
0.722000 	 20.239052 
0.723000 	 20.239052 
0.724000 	 20.491048 
0.725000 	 20.365050 
0.726000 	 20.365050 
0.727000 	 20.113054 
0.728000 	 20.365050 
0.729000 	 20.365050 
0.730000 	 20.365050 
0.731000 	 20.365050 
0.732000 	 20.365050 
0.733000 	 20.743043 
0.734000 	 20.365050 
0.735000 	 20.617045 
0.736000 	 20.491048 
0.737000 	 20.491048 
0.738000 	 20.239052 
0.739000 	 20.365050 
0.740000 	 20.239052 
0.741000 	 20.113054 
0.742000 	 20.113054 
0.743000 	 20.365050 
0.744000 	 20.239052 
0.745000 	 20.113054 
0.746000 	 20.365050 
0.747000 	 20.491048 
0.748000 	 20.365050 
0.749000 	 20.491048 
0.750000 	 20.365050 
0.751000 	 20.239052 
0.752000 	 20.617045 
0.753000 	 20.617045 
